comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2
376527,2016-04-11,Lawrence Macaulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
378837,2016-05-12,Lawrence Macaulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
383048,2016-08-09,Lawrence Macaulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
402785,2017-05-12,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
622211,2024-10-29,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
617939,2024-09-24,Lawrence  MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
395858,2017-02-08,Lawrence MacAul;ay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaul;ay,"Minister, Agriculture and Agri-Food",Laurence Macaulay,Minister
156221,2010-09-28,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
157851,2010-10-05,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
162481,2010-11-23,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
161413,2010-11-24,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
162565,2010-11-29,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
161115,2010-12-01,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
165428,2011-02-08,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
169040,2011-02-08,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
170333,2011-03-23,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
189631,2011-09-28,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
190116,2011-09-29,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
193546,2011-10-25,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
199617,2011-10-25,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
200174,2011-11-03,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
200178,2011-11-03,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
196854,2011-11-25,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
202735,2011-12-01,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
202769,2011-12-01,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
207372,2012-01-31,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
207481,2012-01-31,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
222273,2012-04-25,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
222371,2012-04-25,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
223405,2012-04-25,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
223435,2012-04-25,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
228489,2012-06-19,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
240678,2012-09-14,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
240999,2012-09-19,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
245570,2012-10-16,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
245192,2012-10-18,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
246070,2012-11-12,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
262670,2013-02-05,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
264398,2013-03-05,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
266249,2013-03-20,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
266270,2013-03-20,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
273514,2013-04-23,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
275649,2013-04-23,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
273516,2013-04-23,Lawrence MacAulay,Senator,1,Lawrence Macaulay,Senator,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
305152,2013-10-24,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
307953,2013-11-06,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
310210,2013-11-06,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
310999,2013-11-19,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
308411,2013-11-26,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
311752,2013-12-10,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
313228,2013-12-10,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
314794,2014-02-04,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
319090,2014-02-27,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
323254,2014-04-03,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
323746,2014-04-08,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
324155,2014-04-08,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
324192,2014-04-30,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
325951,2014-05-12,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
326329,2014-05-13,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
327460,2014-05-27,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
384137,2014-09-16,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
341483,2014-11-04,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
337605,2014-11-05,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
339044,2014-11-06,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
340903,2014-11-12,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
339878,2014-11-18,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
341300,2014-11-18,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
341178,2014-11-26,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
341850,2014-11-27,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
344829,2015-01-29,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
348539,2015-02-03,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
348243,2015-02-18,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
348347,2015-02-23,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
348771,2015-02-23,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
351318,2015-03-24,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
350220,2015-03-25,Lawrence MacAulay,Fisheries Critic,1,Lawrence Macaulay,Fisheries Critic,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
351477,2015-03-25,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
351498,2015-03-25,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
350135,2015-03-31,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
352908,2015-04-22,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
355931,2015-06-04,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
356259,2015-06-04,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
358432,2015-07-16,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
359919,2015-08-06,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
359920,2015-08-10,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
364565,2015-11-10,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
363664,2015-11-13,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
365504,2015-11-13,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
366923,2015-11-13,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
367782,2015-11-13,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
364627,2015-11-13,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
365259,2015-11-13,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
363447,2015-11-13,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
364322,2015-11-13,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
364682,2015-11-13,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
364702,2015-11-13,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
364703,2015-11-13,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
363742,2015-11-17,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
364393,2015-11-23,Lawrence MacAulay,"Minister, Agriculture and Agri-Food Canada",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food Canada",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
366516,2015-12-02,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
366458,2015-12-02,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
366683,2015-12-02,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
365016,2015-12-02,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
365017,2015-12-02,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
365782,2015-12-02,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
364503,2015-12-03,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
367382,2015-12-07,Lawrence MacAulay,"Minister, Agriculture and Agri-Food Canada",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food Canada",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
368888,2015-12-09,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
365200,2015-12-14,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
366924,2015-12-14,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
365742,2015-12-21,Lawrence MacAulay,"Minister, Agriculture and Agrifoods",1,Lawrence Macaulay,"Minister, Agriculture and Agrifoods",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
366482,2015-12-21,Lawrence MacAulay,Minister of Agriculture and Agri-Food,1,Lawrence Macaulay,Minister of Agriculture and Agri-Food,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
366731,2015-12-21,Lawrence MacAulay,Minister of Agriculture and Agri-Food,1,Lawrence Macaulay,Minister of Agriculture and Agri-Food,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
366733,2015-12-21,Lawrence MacAulay,Minister of Agriculture and Agri-Food,1,Lawrence Macaulay,Minister of Agriculture and Agri-Food,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
368447,2016-02-02,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
369087,2016-02-03,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
371310,2016-02-03,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
370891,2016-02-04,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
371307,2016-02-04,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
371394,2016-02-04,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
370209,2016-02-11,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
370799,2016-02-23,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
370173,2016-02-24,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
370804,2016-02-24,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
370329,2016-02-24,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
371551,2016-02-26,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
371501,2016-03-09,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
373880,2016-03-09,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
373432,2016-03-21,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
374389,2016-03-22,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
374774,2016-03-23,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
373300,2016-03-23,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
373301,2016-03-23,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
375902,2016-04-12,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
375878,2016-04-19,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
377268,2016-04-25,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
376335,2016-04-25,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
376248,2016-05-05,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
377232,2016-05-11,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
378543,2016-05-16,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
379117,2016-05-16,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
380031,2016-05-16,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
379404,2016-05-16,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
378554,2016-05-16,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
379673,2016-05-16,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
380594,2016-05-18,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
378836,2016-05-25,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
378706,2016-05-25,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
380650,2016-06-08,Lawrence MacAulay,Member of Parliament,1,Lawrence Macaulay,Member of Parliament,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
378702,2016-06-09,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
397266,2016-06-14,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
380394,2016-06-15,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
380967,2016-06-15,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
380866,2016-06-15,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
381733,2016-06-20,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
381633,2016-06-21,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
382229,2016-07-07,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
380956,2016-07-12,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
382592,2016-07-14,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
382586,2016-07-14,Lawrence MacAulay,"Minister, Agriculture and Agri-Food Canada",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food Canada",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
384115,2016-07-18,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
382588,2016-07-18,Lawrence MacAulay,"Minister, Agriculture and Agri-Food Canada",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food Canada",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
382094,2016-07-20,Lawrence MacAulay,Minister,1,Lawrence Macaulay,Minister,Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
381832,2016-07-20,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
382665,2016-07-20,Lawrence MacAulay,"Minister, Agriculture",1,Lawrence Macaulay,"Minister, Agriculture",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
381835,2016-07-20,Lawrence MacAulay,"Minister, Agriculture and Agri-Food",1,Lawrence Macaulay,"Minister, Agriculture and Agri-Food",Lawrence Macaulay,"Minister, Agriculture and Agri-Food"
