comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1,CleanTitle_version1,CleanName_version2,CleanTitle_version2,CleanName_version3,CleanTitle_version3
354015,2015-04-23,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
352589,2015-04-28,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
353241,2015-04-28,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
353622,2015-04-29,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
356021,2015-05-04,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
356254,2015-05-04,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
355581,2015-05-05,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
355848,2015-05-05,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
354850,2015-05-06,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
355243,2015-05-06,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
355159,2015-05-12,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
360480,2015-05-13,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
354906,2015-05-26,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
358362,2015-05-28,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
357981,2015-06-02,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
355514,2015-06-04,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
358824,2015-06-04,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
358042,2015-06-10,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
358204,2015-06-16,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
359744,2015-07-15,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
364523,2015-12-01,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
371824,2016-02-01,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
371232,2016-02-24,Geoff Regan,Speaker of the House,1,Geoff Regan,Speaker of the House,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
373073,2016-03-08,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
373395,2016-03-08,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
374829,2016-03-22,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
375883,2016-04-19,Geoff Regan,Speaker of the House of Commons,1,Geoff Regan,Speaker of the House of Commons,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
375888,2016-04-19,Geoff Regan,Speaker of the House of Commons,1,Geoff Regan,Speaker of the House of Commons,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
377651,2016-05-03,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
378711,2016-05-03,Geoff Regan,Speaker,1,Geoff Regan,Speaker,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
377639,2016-05-03,Geoff Regan,Speaker of the House,1,Geoff Regan,Speaker of the House,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
378947,2016-05-17,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
379224,2016-06-02,Geoff Regan,Speaker of the House,1,Geoff Regan,Speaker of the House,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
378605,2016-06-06,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
381334,2016-06-07,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
380206,2016-06-08,Geoff Regan,Speaker of the House,1,Geoff Regan,Speaker of the House,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
380304,2016-06-08,Geoff Regan,Speaker of the House,1,Geoff Regan,Speaker of the House,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
399339,2016-06-28,Geoff Regan,Speaker of the House,1,Geoff Regan,Speaker of the House,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
383911,2016-07-27,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
384044,2016-07-27,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
385872,2016-09-27,Geoff Regan,"Speaker, House of Commons",1,Geoff Regan,"Speaker, House of Commons",Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
385798,2016-09-30,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
388398,2016-10-06,Geoff Regan,Speaker,1,Geoff Regan,Speaker,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
386895,2016-10-18,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
387817,2016-10-25,Geoff Regan,Speaker,1,Geoff Regan,Speaker,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
391156,2016-11-17,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
392158,2016-12-20,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
396377,2017-02-09,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
396601,2017-02-17,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
399174,2017-03-06,Geoff Regan,Speaker,1,Geoff Regan,Speaker,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
395898,2017-03-07,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
398270,2017-03-31,Geoff Regan,Speaker of the House of Commons,1,Geoff Regan,Speaker of the House of Commons,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
397781,2017-04-03,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
401672,2017-04-04,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
398251,2017-04-10,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
401594,2017-05-01,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
402892,2017-05-08,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
401091,2017-05-09,Geoff Regan,Speaker of the House,1,Geoff Regan,Speaker of the House,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
405434,2017-06-07,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
414243,2017-09-28,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
412918,2017-10-03,Geoff Regan,Speaker,1,Geoff Regan,Speaker,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
410880,2017-10-17,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
412607,2017-10-17,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
413023,2017-10-26,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
414619,2017-11-28,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
419401,2018-01-10,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
420901,2018-02-05,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
422919,2018-02-06,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
422324,2018-02-12,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
423307,2018-03-07,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
423009,2018-04-03,Geoff Regan,Minister and Speaker of the House,1,Geoff Regan,Minister and Speaker of the House,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
425076,2018-04-24,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
425727,2018-04-26,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
425523,2018-04-30,Geoff Regan,Speaker,1,Geoff Regan,Speaker,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
426547,2018-05-08,Geoff Regan,Speaker,1,Geoff Regan,Speaker,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
435781,2018-09-20,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
436491,2018-09-20,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
434087,2018-09-21,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
438973,2018-10-04,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
437471,2018-10-16,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
439043,2018-10-23,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
441431,2018-11-22,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
448407,2019-02-21,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
450629,2019-02-26,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
452401,2019-04-30,Geoff Regan,Speaker,1,Geoff Regan,Speaker,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
454711,2019-05-15,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
464469,2020-01-16,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
467695,2020-02-05,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
466795,2020-02-25,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
468105,2020-02-25,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
469929,2020-03-10,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
477027,2020-06-23,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
479486,2020-07-16,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
480598,2020-08-14,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
484813,2020-09-08,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
482684,2020-09-14,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
482649,2020-09-16,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
483636,2020-10-02,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
484917,2020-10-02,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
490833,2020-11-03,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
491597,2020-11-09,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
492264,2020-12-03,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
493637,2020-12-15,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
494815,2021-01-13,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
495808,2021-01-25,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
495029,2021-02-09,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
496625,2021-02-09,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
497174,2021-02-09,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
497175,2021-02-09,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
497273,2021-02-18,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
498159,2021-02-23,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
498295,2021-02-23,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
496950,2021-03-01,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
496952,2021-03-01,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
502229,2021-03-01,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
501036,2021-03-31,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
505337,2021-04-29,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
505553,2021-05-03,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
508177,2021-05-03,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
504150,2021-05-11,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
512759,2021-07-14,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
512765,2021-07-14,Geoff Regan,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
353575,2015-04-23,Geoff Regan MP,Member of Parliament,1,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
169114,2011-02-15,Geoff Regin,Member of Parliament,1,Geoff Regin,Member of Parliament,Geoff Regan,Member of Parliament,Geoff Regan,Member of Parliament
587429,2023-11-22,geoffrey Burgees,"Manager, MHDV Electrification",1,Geoffrey Burgees,"Manager, MHDV Electrification",Geoffrey Burgees,"Manager, MHDV Electrification",Geoffrey Burgees,"Manager, MHDV Electrification"
546433,2022-10-24,Geoffrey  Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
368386,2016-02-02,Geoffrey Burgess,Manager,1,Geoffrey Burgess,Manager,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
482214,2020-08-18,Geoffrey Burgess,Manager,1,Geoffrey Burgess,Manager,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
531250,2022-04-26,Geoffrey Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
534249,2022-05-04,Geoffrey Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
533710,2022-05-10,Geoffrey Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
541608,2022-08-23,Geoffrey Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
554372,2022-12-01,Geoffrey Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
572873,2023-06-14,Geoffrey Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
573838,2023-08-04,Geoffrey Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
585079,2023-11-27,Geoffrey Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
606155,2024-05-30,Geoffrey Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
635378,2025-04-04,Geoffrey Burgess,Manager | Senior Policy Advisor,1,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
637104,2025-05-28,Geoffrey Burgess,"Manager, Senior Policy",1,Geoffrey Burgess,"Manager, Senior Policy",Geoffrey Burgess,Manager | Senior Policy Advisor,Geoffrey Burgess,Manager | Senior Policy Advisor
344281,2015-01-13,Geoffrey Chambers,Advisor,1,Geoffrey Chambers,Advisor,Geoffrey Chambers,Advisor to the Leader,Geoffrey Chambers,Advisor to the Leader
346947,2015-02-02,Geoffrey Chambers,"Advisor, Quebec",1,Geoffrey Chambers,"Advisor, Quebec",Geoffrey Chambers,Advisor to the Leader,Geoffrey Chambers,Advisor to the Leader
347238,2015-02-02,Geoffrey Chambers,Advisor to the Leader,1,Geoffrey Chambers,Advisor to the Leader,Geoffrey Chambers,Advisor to the Leader,Geoffrey Chambers,Advisor to the Leader
313358,2013-12-03,Geoffrey C Hare,Chairman and Chief Executive Officer,1,Geoffrey C Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer
141083,2010-02-16,Geoffrey C. Hare,Chair and Chief Executive Officer,1,Geoffrey C. Hare,Chair and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer
149606,2010-05-19,Geoffrey C. Hare,Chairman and Chief Executive Officer,1,Geoffrey C. Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer
158574,2010-10-21,Geoffrey C. Hare,Chairman and Chief Executive Officer,1,Geoffrey C. Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer
210534,2012-02-17,Geoffrey C. Hare,Chairman and Chief Executive Officer,1,Geoffrey C. Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer
226310,2012-05-16,Geoffrey C. Hare,Chairman and Chief Executive Officer,1,Geoffrey C. Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer
289909,2013-08-19,Geoffrey C. Hare,Chairman and Chief Executive Officer,1,Geoffrey C. Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer
329656,2014-06-11,Geoffrey C. Hare,Chairman and Chief Executive Officer,1,Geoffrey C. Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer,Geoffrey Hare,Chairman and Chief Executive Officer
356937,2015-06-09,Geoffrey Coke,Tax Policy Officer,1,Geoffrey Coke,Tax Policy Officer,Geoffrey Coke,Tax Policy Officer,Geoffrey Coke,Tax Policy Officer
458822,2019-07-31,Geoffrey Crampton,Assistant Director,1,Geoffrey Crampton,Assistant Director,Geoffrey Crampton,Chief Information Officer,Geoffrey Crampton,Chief Information Officer
538985,2022-07-26,Geoffrey Crampton,Chief Information Officer,1,Geoffrey Crampton,Chief Information Officer,Geoffrey Crampton,Chief Information Officer,Geoffrey Crampton,Chief Information Officer
538986,2022-07-26,Geoffrey Crampton,Chief Information Officer,1,Geoffrey Crampton,Chief Information Officer,Geoffrey Crampton,Chief Information Officer,Geoffrey Crampton,Chief Information Officer
540623,2022-08-11,Geoffrey Crampton,Chief Information Officer,1,Geoffrey Crampton,Chief Information Officer,Geoffrey Crampton,Chief Information Officer,Geoffrey Crampton,Chief Information Officer
540625,2022-08-11,Geoffrey Crampton,Chief Information Officer,1,Geoffrey Crampton,Chief Information Officer,Geoffrey Crampton,Chief Information Officer,Geoffrey Crampton,Chief Information Officer
617727,2024-09-25,Geoffrey Gunn,Senior Analyst,1,Geoffrey Gunn,Senior Analyst,Geoffrey Gunn,Senior Analyst,Geoffrey Gunn,Senior Analyst
469015,2020-03-11,geoffrey hall,Senior Manager,1,Geoffrey Hall,Senior Manager,Geoffrey Hall,"Director, Administration",Geoffrey Hall,"Director, Administration"
189724,2011-09-21,Geoffrey Hall,Parliamentary Assistant,1,Geoffrey Hall,Parliamentary Assistant,Geoffrey Hall,"Director, Administration",Geoffrey Hall,"Director, Administration"
392936,2017-01-16,Geoffrey Hall,Parliamentary Assistant,1,Geoffrey Hall,Parliamentary Assistant,Geoffrey Hall,"Director, Administration",Geoffrey Hall,"Director, Administration"
398246,2017-04-07,Geoffrey Hall,Parliamentary Assistant,1,Geoffrey Hall,Parliamentary Assistant,Geoffrey Hall,"Director, Administration",Geoffrey Hall,"Director, Administration"
401578,2017-05-01,Geoffrey Hall,Assistant to Member of Parliament,1,Geoffrey Hall,Assistant to Member of Parliament,Geoffrey Hall,"Director, Administration",Geoffrey Hall,"Director, Administration"
446775,2019-02-19,Geoffrey Hall,"Senior Manager, Scheduling and Coordination",1,Geoffrey Hall,"Senior Manager, Scheduling and Coordination",Geoffrey Hall,"Director, Administration",Geoffrey Hall,"Director, Administration"
450733,2019-04-24,Geoffrey Hall,"Senior Manager, Scheduling and Coordination",1,Geoffrey Hall,"Senior Manager, Scheduling and Coordination",Geoffrey Hall,"Director, Administration",Geoffrey Hall,"Director, Administration"
482014,2020-09-01,Geoffrey Hall,Executive Director,1,Geoffrey Hall,Executive Director,Geoffrey Hall,"Director, Administration",Geoffrey Hall,"Director, Administration"
497329,2021-02-23,Geoffrey Hall,Director of Operations,1,Geoffrey Hall,Director of Operations,Geoffrey Hall,"Director, Administration",Geoffrey Hall,"Director, Administration"
497233,2021-03-03,Geoffrey Hall,Director of Operations,1,Geoffrey Hall,Director of Operations,Geoffrey Hall,"Director, Administration",Geoffrey Hall,"Director, Administration"
