comlog_id,dates,dpoh_name_raw,gpt_superclean_title,count,CleanName_version1
616590,2024-09-26,Genevieve Tanguay,"Vice Chair, Science Advisor",1,Genevieve Tanguay
635822,2025-04-29,Genevieve Tanguay,"Assistant Deputy Minister, Vice Chief Science Advisor",1,Genevieve Tanguay
377072,2016-04-29,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
379966,2016-05-09,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
379969,2016-05-17,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
381609,2016-06-01,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
381610,2016-06-22,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
388221,2016-10-14,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
391262,2016-11-17,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
392667,2016-12-01,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
389386,2016-12-01,Geneviève Tanguay,"Vice President, Emerging Technologies and National Infrastructure",1,Genevieve Tanguay
392681,2016-12-06,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
392691,2016-12-21,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
394319,2017-01-19,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
394756,2017-02-15,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
394765,2017-02-16,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
399006,2017-03-21,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
399007,2017-03-28,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
403816,2017-05-08,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
403973,2017-05-19,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
406882,2017-07-18,Geneviève Tanguay,"Vice President, Emerging Technologies – National Infrastructure and Future Technologies",1,Genevieve Tanguay
407303,2017-08-30,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
410162,2017-09-06,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
413163,2017-10-05,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
413610,2017-10-26,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
428231,2018-06-06,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
431717,2018-07-17,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
433113,2018-08-31,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
434125,2018-09-21,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
439480,2018-10-03,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
437427,2018-10-16,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
438830,2018-10-25,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
444210,2018-11-19,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
444187,2018-12-13,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
448826,2019-03-27,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
449690,2019-03-28,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
448828,2019-04-02,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
451644,2019-05-02,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
455332,2019-05-02,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
456549,2019-06-26,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
463519,2020-01-13,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
469209,2020-01-30,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
463814,2020-01-31,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
483211,2020-09-11,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
483527,2020-09-17,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
483841,2020-10-09,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
487039,2020-10-13,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
485707,2020-10-14,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
485708,2020-10-19,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
497501,2021-02-19,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
501890,2021-03-17,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
500529,2021-03-22,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
503556,2021-04-14,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
516471,2021-11-03,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
521025,2022-01-13,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
520954,2022-01-24,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
528553,2022-04-08,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
536761,2022-06-06,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
536229,2022-06-21,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
552714,2022-11-18,Geneviève Tanguay,"Vice President, Emerging Technologies",1,Genevieve Tanguay
565202,2023-04-25,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
604339,2024-04-25,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
608590,2024-05-07,Geneviève Tanguay,Vice Chief Scientific Advisor,1,Genevieve Tanguay
624905,2024-11-22,Geneviève Tanguay,Vice President,1,Genevieve Tanguay
629390,2024-12-17,Geneviève Tanguay,"Vice Chair, Science Advisor",1,Genevieve Tanguay
388851,2016-11-18,Geneviève Tardy,Policy Advisor,1,Genevieve Tardy
634930,2025-03-18,Genevieve Tremblay,Director General,1,Genevieve Tremblay
445330,2019-01-30,Geneviève Tremblay,Director,1,Genevieve Tremblay
625905,2024-11-05,Geneviève Tuts,"Ambassador and Head of Delegation, European Union",1,Genevieve Tuts
595662,2024-03-05,Genevive Moineau,Chief Medical Workplace Advisor,1,Genevive Moineau
371614,2016-02-02,Geng Tan,Member of Parliament,1,Geng Tan
372282,2016-02-03,Geng Tan,Member of Parliament,1,Geng Tan
372790,2016-02-22,Geng Tan,Member of Parliament,1,Geng Tan
371126,2016-02-23,Geng Tan,Member of Parliament,1,Geng Tan
370857,2016-02-25,Geng Tan,Member of Parliament,1,Geng Tan
373632,2016-03-08,Geng Tan,Member of Parliament,1,Geng Tan
373404,2016-03-10,Geng Tan,Member of Parliament,1,Geng Tan
374182,2016-03-10,Geng Tan,Member of Parliament,1,Geng Tan
373024,2016-03-17,Geng Tan,Member of Parliament,1,Geng Tan
373121,2016-03-17,Geng Tan,Member of Parliament,1,Geng Tan
374918,2016-03-21,Geng Tan,Member of Parliament,1,Geng Tan
375005,2016-03-21,Geng Tan,Member of Parliament,1,Geng Tan
375930,2016-04-12,Geng Tan,Member of Parliament,1,Geng Tan
377862,2016-04-12,Geng Tan,Member of Parliament,1,Geng Tan
382820,2016-04-25,Geng Tan,Member of Parliament,1,Geng Tan
375510,2016-05-02,Geng Tan,Member of Parliament,1,Geng Tan
379469,2016-05-18,Geng Tan,Member of Parliament,1,Geng Tan
383325,2016-08-11,Geng Tan,Member of Parliament,1,Geng Tan
382898,2016-08-17,Geng Tan,Member of Parliament,1,Geng Tan
385010,2016-10-04,Geng Tan,Member of Parliament,1,Geng Tan
386984,2016-10-25,Geng Tan,Member of Parliament,1,Geng Tan
388174,2016-10-25,Geng Tan,Member of Parliament,1,Geng Tan
389629,2016-11-07,Geng Tan,Member of Parliament,1,Geng Tan
390072,2016-11-15,Geng Tan,Member of Parliament,1,Geng Tan
390294,2016-11-22,Geng Tan,Member of Parliament,1,Geng Tan
393113,2017-01-23,Geng Tan,Member of Parliament,1,Geng Tan
396244,2017-02-07,Geng Tan,Member of Parliament,1,Geng Tan
395697,2017-02-09,Geng Tan,Member of Parliament,1,Geng Tan
396310,2017-02-09,Geng Tan,Member of Parliament,1,Geng Tan
394077,2017-02-14,Geng Tan,Member of Parliament,1,Geng Tan
394876,2017-02-14,Geng Tan,Member of Parliament,1,Geng Tan
395077,2017-02-21,Geng Tan,Member of Parliament,1,Geng Tan
394952,2017-02-27,Geng Tan,Member of Parliament,1,Geng Tan
395631,2017-02-27,Geng Tan,Member of Parliament,1,Geng Tan
403598,2017-06-05,Geng Tan,Member of Parliament,1,Geng Tan
405558,2017-06-13,Geng Tan,Member of Parliament,1,Geng Tan
410213,2017-09-17,Geng Tan,Member of Parliament,1,Geng Tan
409443,2017-09-19,Geng Tan,Member of Parliament,1,Geng Tan
429600,2017-10-03,Geng Tan,Member of Parliament,1,Geng Tan
412293,2017-10-17,Geng Tan,Member of Parliament,1,Geng Tan
412532,2017-10-17,Geng Tan,Member of Parliament,1,Geng Tan
413218,2017-10-17,Geng Tan,Member of Parliament,1,Geng Tan
413310,2017-10-17,Geng Tan,Member of Parliament,1,Geng Tan
426681,2018-04-25,Geng Tan,Member,1,Geng Tan
425209,2018-04-25,Geng Tan,Member of Parliament,1,Geng Tan
424875,2018-04-26,Geng Tan,Member of Parliament,1,Geng Tan
427068,2018-04-26,Geng Tan,Member of Parliament,1,Geng Tan
427180,2018-05-24,Geng Tan,Member of Parliament,1,Geng Tan
433899,2018-09-12,Geng Tan,Member of Parliament,1,Geng Tan
434117,2018-09-12,Geng Tan,Member of Parliament,1,Geng Tan
450654,2019-02-26,Geng Tan,Member of Parliament,1,Geng Tan
378730,2016-05-09,Geng Tang,Member of Parliament,1,Geng Tang
175306,2011-06-28,Genievieve Sicard,Private Secretary,1,Genievieve Sicard
166465,2011-02-17,Genvieve Breton,"Director, Communications",1,Genvieve Breton
571751,2023-06-13,Genvieve Gougeon,Deputy Director,1,Genvieve Gougeon
370466,2016-02-23,Genvieve Hynse,Chief of Staff,1,Genvieve Hynse
322781,2014-04-17,Gen Walter Natynczyk,President,1,Gen Walter Natynczyk
328350,2014-06-13,Gen Walter Natynczyk,President,1,Gen Walter Natynczyk
330028,2014-06-13,Gen Walter Natynczyk,President,1,Gen Walter Natynczyk
349487,2015-03-05,Geoff Adams,Deputy Director,1,Geoff Adams
453373,2017-07-28,Geoff Adams,Deputy Director,1,Geoff Adams
453390,2017-09-28,Geoff Adams,Deputy Director,1,Geoff Adams
410347,2017-10-05,Geoff Adams,Director,1,Geoff Adams
453488,2019-02-04,Geoff Adams,Deputy Director,1,Geoff Adams
433345,2018-09-10,Geoff Barrett,"Director, Risk Management",1,Geoff Barrett
478157,2020-06-05,Geoff Barrett,Director,1,Geoff Barrett
476865,2020-06-05,Geoff Barrett,"Director, Office of Emerging Priorities",1,Geoff Barrett
479581,2020-07-13,Geoff Barrett,"Director, Office of Emerging Priorities",1,Geoff Barrett
518046,2021-11-24,Geoff Barrett,Director,1,Geoff Barrett
523007,2022-01-19,Geoff Barrett,"Director, Risk Management Bureau",1,Geoff Barrett
330075,2014-06-27,Geoff Black,Deputy Director,1,Geoff Black
333548,2014-08-10,Geoff Black,Deputy Director,1,Geoff Black
358047,2015-06-29,Geoff Black,Analyst,1,Geoff Black
386631,2016-11-03,Geoff Burgess,"Manager, Environmental Analysis",1,Geoff Burgess
429414,2018-05-30,Geoff Burgess,Manager | Senior Policy Advisor,1,Geoff Burgess
618348,2024-09-13,Geoff Burgess,"Senior Policy Advisor, Transport Canada",1,Geoff Burgess
473766,2020-04-23,Geoff Crampton,Assistant Director,1,Geoff Crampton
476708,2020-06-25,Geoffery Regan,Member of Parliament,1,Geoffery Regan
611144,2024-06-18,Geoff  Gartshore,Ambassador to Cuba,1,Geoff Gartshore
616930,2024-09-23,Geoff Gartshore,"Deputy Consul General, Canada in New York",1,Geoff Gartshore
600997,2024-03-14,Geoff Gunn,Senior Analyst,1,Geoff Gunn
382496,2016-07-29,Geoff Hall,Scheduler to the Prime Minister,1,Geoff Hall
477466,2020-06-24,Geoff Hall,"Deputy Director, Scheduling and Coordination",1,Geoff Hall
497020,2021-02-23,Geoff Hall,Director of Operations,1,Geoff Hall
497465,2021-03-03,Geoff Hall,Director of Operations,1,Geoff Hall
497503,2021-03-03,Geoff Hall,Director of Operations,1,Geoff Hall
227198,2012-05-16,Geoff Hare,Chair and CEO,1,Geoff Hare
343736,2014-12-02,Geoff Hare,Chair and CEO,1,Geoff Hare
544942,2022-10-27,Geoff Kennedy,Senior Policy Analyst,1,Geoff Kennedy
171000,2011-03-11,Geoff Leblovic,"Special Assistant to the Minister, International Trade",1,Geoff Leblovic
514017,2021-08-17,Geoff MacMillan,Manager,1,Geoff Macmillan
333171,2014-08-19,Geoff Malyk,Policy Advisor,1,Geoff Malyk
333342,2014-08-22,Geoff Malyk,Policy Advisor,1,Geoff Malyk
335596,2014-09-16,Geoff Malyk,Policy Advisor,1,Geoff Malyk
335698,2014-09-17,Geoff Malyk,Policy Advisor,1,Geoff Malyk
334310,2014-09-22,Geoff Malyk,Policy Advisor,1,Geoff Malyk
335662,2014-09-29,Geoff Malyk,Policy Advisor,1,Geoff Malyk
336918,2014-10-01,Geoff Malyk,Policy Advisor,1,Geoff Malyk
336241,2014-10-02,Geoff Malyk,Policy Advisor,1,Geoff Malyk
335654,2014-10-03,Geoff Malyk,Policy Advisor,1,Geoff Malyk
337220,2014-10-03,Geoff Malyk,Policy Advisor,1,Geoff Malyk
338314,2014-10-03,Geoff Malyk,Policy Advisor,1,Geoff Malyk
338508,2014-10-03,Geoff Malyk,Policy Advisor,1,Geoff Malyk
338542,2014-10-03,Geoff Malyk,Policy Advisor,1,Geoff Malyk
338887,2014-10-03,Geoff Malyk,Policy Advisor,1,Geoff Malyk
337222,2014-10-07,Geoff Malyk,Policy Advisor,1,Geoff Malyk
338257,2014-10-07,Geoff Malyk,Policy Advisor,1,Geoff Malyk
350405,2014-10-07,Geoff Malyk,Policy Advisor,1,Geoff Malyk
338814,2014-10-09,Geoff Malyk,Policy Advisor,1,Geoff Malyk
337589,2014-10-20,Geoff Malyk,Policy Advisor,1,Geoff Malyk
354485,2014-10-21,Geoff Malyk,Policy Advisor,1,Geoff Malyk
342318,2014-11-12,Geoff Malyk,Policy Advisor,1,Geoff Malyk
341802,2014-11-13,Geoff Malyk,Policy Advisor,1,Geoff Malyk
340028,2014-11-18,Geoff Malyk,Policy Advisor,1,Geoff Malyk
340042,2014-11-19,Geoff Malyk,Policy Advisor,1,Geoff Malyk
342301,2014-11-19,Geoff Malyk,Policy Advisor,1,Geoff Malyk
341619,2014-11-20,Geoff Malyk,Policy Advisor,1,Geoff Malyk
341630,2014-11-20,Geoff Malyk,Policy Advisor,1,Geoff Malyk
341916,2014-11-20,Geoff Malyk,Policy Advisor,1,Geoff Malyk
341970,2014-11-20,Geoff Malyk,Policy Advisor,1,Geoff Malyk
341004,2014-11-20,Geoff Malyk,Policy Advisor to the Minister of Finance,1,Geoff Malyk
342048,2014-11-28,Geoff Malyk,Policy Advisor,1,Geoff Malyk
343848,2014-12-08,Geoff Malyk,Ministerial Assistant,1,Geoff Malyk
369037,2014-12-08,Geoff Malyk,Ministerial Assistant,1,Geoff Malyk
340464,2014-12-08,Geoff Malyk,Policy Advisor,1,Geoff Malyk
343298,2014-12-10,Geoff Malyk,Policy Advisor,1,Geoff Malyk
343914,2014-12-15,Geoff Malyk,Policy Advisor,1,Geoff Malyk
344098,2014-12-17,Geoff Malyk,Policy Advisor,1,Geoff Malyk
344478,2015-01-15,Geoff Malyk,Policy Advisor,1,Geoff Malyk
347737,2015-02-10,Geoff Malyk,Policy Advisor,1,Geoff Malyk
348763,2015-02-26,Geoff Malyk,Policy Advisor,1,Geoff Malyk
349429,2015-02-27,Geoff Malyk,Senior Advisor,1,Geoff Malyk
350484,2015-03-31,Geoff Malyk,Policy Advisor,1,Geoff Malyk
352964,2015-04-21,Geoff Malyk,Policy Advisor,1,Geoff Malyk
352921,2015-04-27,Geoff Malyk,Policy Advisor,1,Geoff Malyk
352822,2015-05-04,Geoff Malyk,Policy Advisor,1,Geoff Malyk
354037,2015-05-11,Geoff Malyk,Policy Advisor,1,Geoff Malyk
355326,2015-05-11,Geoff Malyk,Policy Advisor,1,Geoff Malyk
357979,2015-05-13,Geoff Malyk,Policy Advisor,1,Geoff Malyk
355284,2015-05-28,Geoff Malyk,Policy Advisor,1,Geoff Malyk
355290,2015-05-28,Geoff Malyk,Policy Advisor,1,Geoff Malyk
356023,2015-05-28,Geoff Malyk,Policy Advisor,1,Geoff Malyk
355402,2015-06-04,Geoff Malyk,Policy Advisor,1,Geoff Malyk
357945,2015-06-04,Geoff Malyk,Policy Advisor,1,Geoff Malyk
356630,2015-06-15,Geoff Malyk,Policy Advisor,1,Geoff Malyk
358228,2015-06-16,Geoff Malyk,Policy Advisor,1,Geoff Malyk
357451,2015-06-22,Geoff Malyk,Policy Advisor,1,Geoff Malyk
359717,2015-07-16,Geoff Malyk,Policy Advisor,1,Geoff Malyk
363663,2015-10-29,Geoff Mercer,"Associate Regional Director General, Atlantic and Quebec Region",1,Geoff Mercer
400895,2017-04-26,Geoff Mercer,Regional Director General,1,Geoff Mercer
460596,2019-10-08,Geoff Mercer,Director General,1,Geoff Mercer
522921,2022-01-19,Geoff Mercer,Regional Director General,1,Geoff Mercer
540401,2022-08-17,Geoff Mercer,Regional Director General,1,Geoff Mercer
541745,2022-08-18,Geoff Mercer,"Associate Director General, Regional",1,Geoff Mercer
171504,2011-04-28,Geoff Munor,Principal Scientist and Assistant Deputy Minister,1,Geoff Munor
93212,2009-01-08,Geoff Munro,Associate Assistant Deputy Minister and Chief Scientist,1,Geoff Munro
94475,2009-02-09,Geoff Munro,Assistant Deputy Minister and Chief Scientist,1,Geoff Munro
96594,2009-02-23,Geoff Munro,Associate Assistant Deputy Minister and Chief Scientist,1,Geoff Munro
103782,2009-04-06,Geoff Munro,Chief Scientist and Assistant Deputy Minister,1,Geoff Munro
117335,2009-07-16,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
123014,2009-09-03,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
129141,2009-10-22,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
135477,2009-12-02,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
135478,2009-12-23,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
138855,2010-02-02,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
144834,2010-03-26,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
148452,2010-04-22,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
152304,2010-06-02,Geoff Munro,Assistant Deputy Minister and Chief Scientist,1,Geoff Munro
152338,2010-06-09,Geoff Munro,Chief Scientist and Assistant Deputy Minister,1,Geoff Munro
154807,2010-06-09,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
154808,2010-06-10,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
155070,2010-07-07,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
154586,2010-08-27,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
154811,2010-08-27,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
154592,2010-09-02,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
156278,2010-09-30,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
160009,2010-10-01,Geoff Munro,Assistant Deputy Minister,1,Geoff Munro
158679,2010-10-06,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
158675,2010-10-07,Geoff Munro,Assistant Deputy Minister and Chief Scientist,1,Geoff Munro
160099,2010-10-07,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
160102,2010-10-25,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
161458,2010-11-17,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
161381,2010-11-18,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
163388,2010-11-26,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
163124,2010-12-23,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
165336,2011-01-07,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
166371,2011-01-13,Geoff Munro,Chief Scientist and Assistant Deputy Minister,1,Geoff Munro
170828,2011-03-09,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
173869,2011-04-05,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
171916,2011-04-29,Geoff Munro,Chief Scientist and Assistant Deputy Minister,1,Geoff Munro
188532,2011-05-17,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
172864,2011-06-07,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
174826,2011-06-21,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
189705,2011-09-21,Geoff Munro,Assistant Deputy Minister,1,Geoff Munro
192527,2011-11-04,Geoff Munro,Assistant Deputy Minister,1,Geoff Munro
207378,2012-01-04,Geoff Munro,Assistant Deputy Minister,1,Geoff Munro
207469,2012-01-11,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
207571,2012-01-17,Geoff Munro,Chief Scientist and Assistant Deputy Minister,1,Geoff Munro
206827,2012-01-27,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
207128,2012-01-30,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
212253,2012-02-13,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
221467,2012-04-17,Geoff Munro,Assistant Deputy Minister and Chief Scientist,1,Geoff Munro
233710,2012-07-23,Geoff Munro,"Chief Scientist | Assistant Deputy Minister, Energy Innovation",1,Geoff Munro
233711,2012-08-08,Geoff Munro,"Chief Scientist | Assistant Deputy Minister, Energy Innovation",1,Geoff Munro
239070,2012-09-12,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
240231,2012-09-18,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
245122,2012-10-22,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
251469,2012-11-14,Geoff Munro,Assistant Deputy Minister,1,Geoff Munro
249889,2012-11-16,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
253830,2012-12-11,Geoff Munro,Assistant Deputy Minister,1,Geoff Munro
257150,2013-01-17,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
255789,2013-01-22,Geoff Munro,"Chief Scientist, Assistant Deputy Minister, Innovation and Energy Technology",1,Geoff Munro
259062,2013-01-30,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
259073,2013-01-30,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
256691,2013-02-04,Geoff Munro,"Assistant Deputy Minister, Chief Scientist",1,Geoff Munro
261925,2013-03-01,Geoff Munro,Assistant Deputy Minister and Chief Scientist,1,Geoff Munro
269350,2013-03-20,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
272869,2013-04-17,Geoff Munro,Assistant Deputy Minister,1,Geoff Munro
273751,2013-04-17,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
273260,2013-04-29,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
276697,2013-05-13,Geoff Munro,Chief Scientist,1,Geoff Munro
277214,2013-06-04,Geoff Munro,Chief Scientist,1,Geoff Munro
297089,2013-10-11,Geoff Munro,Chief Scientist | Assistant Deputy Minister,1,Geoff Munro
303651,2013-10-22,Geoff Munro,Chief Scientist,1,Geoff Munro
311413,2013-11-04,Geoff Munro,Chief Scientist,1,Geoff Munro
308431,2013-11-08,Geoff Munro,Chief Scientist,1,Geoff Munro
211068,2012-02-28,Geoff Munroe,Chief Scientist | Assistant Deputy Minister,1,Geoff Munroe
445796,2019-02-15,Geoff Murphy,"Deputy Director, Climate Finance and Business Development",1,Geoff Murphy
460672,2019-10-23,Geoff Murphy,Deputy Director,1,Geoff Murphy
460677,2019-10-25,Geoff Murphy,Deputy Director,1,Geoff Murphy
460678,2019-10-28,Geoff Murphy,Deputy Director,1,Geoff Murphy
460683,2019-10-30,Geoff Murphy,Deputy Director,1,Geoff Murphy
384282,2016-06-06,Geoffoire Montpetit,Chief of Staff,1,Geoffoire Montpetit
384283,2016-06-28,Geoffoire Montpetit,Chief of Staff,1,Geoffoire Montpetit
93997,2009-01-28,Geoff Reagan,Member of Parliament,1,Geoff Reagan
174665,2011-06-21,Geoff Reagan,Member of Parliament,1,Geoff Reagan
198168,2011-11-02,Geoff Reagan,Member of Parliament,1,Geoff Reagan
199690,2011-11-02,Geoff Reagan,Member of Parliament,1,Geoff Reagan
200133,2011-11-02,Geoff Reagan,Member of Parliament,1,Geoff Reagan
200787,2011-11-02,Geoff Reagan,Member of Parliament,1,Geoff Reagan
209527,2012-02-03,Geoff Reagan,Member of Parliament,1,Geoff Reagan
210904,2012-02-28,Geoff Reagan,Industry and Consumer Affairs Critic,1,Geoff Reagan
210920,2012-02-28,Geoff Reagan,Industry and Consumer Affairs Critic,1,Geoff Reagan
261615,2013-02-06,Geoff Reagan,Member of Parliament,1,Geoff Reagan
264270,2013-03-07,Geoff Reagan,Member of Parliament,1,Geoff Reagan
327285,2014-05-13,Geoff Reagan,Member of Parliament,1,Geoff Reagan
356258,2015-05-07,Geoff Reagan,Member of Parliament,1,Geoff Reagan
206790,2012-01-31,geoff regan,Member of Parliament,1,Geoff Regan
207158,2012-01-31,geoff regan,Member of Parliament,1,Geoff Regan
312490,2014-01-09,geoff regan,Member of Parliament,1,Geoff Regan
119374,2009-05-01,Geoff Regan,Member of Parliament,1,Geoff Regan
107902,2009-05-13,Geoff Regan,Member of Parliament,1,Geoff Regan
156219,2010-09-28,Geoff Regan,Member of Parliament,1,Geoff Regan
156555,2010-09-29,Geoff Regan,Member of Parliament,1,Geoff Regan
156069,2010-10-05,Geoff Regan,Member of Parliament,1,Geoff Regan
156070,2010-10-05,Geoff Regan,Member of Parliament,1,Geoff Regan
157709,2010-10-12,Geoff Regan,Member of Parliament,1,Geoff Regan
158571,2010-10-21,Geoff Regan,Member of Parliament,1,Geoff Regan
158234,2010-10-25,Geoff Regan,Member of Parliament,1,Geoff Regan
159917,2010-10-26,Geoff Regan,Member of Parliament,1,Geoff Regan
160807,2010-11-02,Geoff Regan,Member of Parliament,1,Geoff Regan
162552,2010-11-12,Geoff Regan,Member of Parliament,1,Geoff Regan
161115,2010-12-01,Geoff Regan,Member of Parliament,1,Geoff Regan
162051,2010-12-02,Geoff Regan,Member of Parliament,1,Geoff Regan
167159,2010-12-07,Geoff Regan,Member of Parliament,1,Geoff Regan
165758,2011-01-18,Geoff Regan,Member of Parliament,1,Geoff Regan
165799,2011-01-18,Geoff Regan,Member of Parliament,1,Geoff Regan
169117,2011-02-15,Geoff Regan,Member of Parliament,1,Geoff Regan
166964,2011-02-22,Geoff Regan,Member of Parliament,1,Geoff Regan
168848,2011-03-03,Geoff Regan,Member of Parliament,1,Geoff Regan
169327,2011-03-03,Geoff Regan,Member of Parliament,1,Geoff Regan
173925,2011-06-14,Geoff Regan,Member of Parliament,1,Geoff Regan
173926,2011-06-14,Geoff Regan,Member of Parliament,1,Geoff Regan
